URL Links,Department Initials,Title,Catalog Page,Course File Name
https://www.utdallas.edu/fact-sheets/ecs/phd-software-engineering/,ecs,Doctor of Philosophy in Software Engineering,https://catalog.utdallas.edu/2018/graduate/programs/ecs/software-engineering,courses/Doctor of Philosophy in Software Engineering.csv
https://www.utdallas.edu/fact-sheets/nsm/ms-statistics/,nsm,Master of Science in Statistics,https://catalog.utdallas.edu/now/graduate/programs/nsm/mathematics#master-of-science-in-statistics,courses/Master of Science in Statistics.csv
https://www.utdallas.edu/fact-sheets/nsm/phd-statistics/,nsm,Doctor of Philosophy in Statistics,https://catalog.utdallas.edu/now/graduate/programs/nsm/mathematics#doctor-of-philosophy-in-statistics,courses/Doctor of Philosophy in Statistics.csv
https://www.utdallas.edu/fact-sheets/jsom/ms-supply-chain-management/,jsom,Master of Science in Supply Chain Management,http://catalog.utdallas.edu/now/graduate/programs/jsom/supply-chain-management,courses/Master of Science in Supply Chain Management.csv
https://www.utdallas.edu/fact-sheets/ecs/ms-systems-engineering-and-management/,ecs,Master of Science in Systems Engineering and Management,https://catalog.utdallas.edu/now/graduate/programs/jsom/systems-engineering-and-management/ms-sem,courses/Master of Science in Systems Engineering and Management.csv
https://www.utdallas.edu/fact-sheets/ecs/ms-telecommunications-engineering/,ecs,Master of Science in Telecommunications Engineering,http://catalog.utdallas.edu/now/graduate/programs/ecs/telecom-engineering#telecom-engineering-ms,courses/Master of Science in Telecommunications Engineering.csv
https://www.utdallas.edu/fact-sheets/epps/ms-cyber-security-technology-and-policy/,epps,"Master of Science in Cyber Security, Technology and Policy",https://catalog.utdallas.edu/now/graduate/programs/epps/public-policy-and-political-economy#master-of-science-in-cyber-security-technology-and-policy,"courses/Master of Science in Cyber Security, Technology and Policy.csv"
https://www.utdallas.edu/fact-sheets/epps/ba-bs-economics/,epps,Bachelor of Arts / Bachelor of Science in Economics,https://catalog.utdallas.edu/now/undergraduate/programs/epps/economics,courses/Bachelor of Arts / Bachelor of Science in Economics.csv
https://www.utdallas.edu/fact-sheets/epps/ba-criminology/,epps,Bachelor of Arts in Criminology,https://catalog.utdallas.edu/now/undergraduate/programs/epps/criminology,courses/Bachelor of Arts in Criminology.csv
https://www.utdallas.edu/fact-sheets/ecs/phd-biomedical-engineering/,ecs,Doctor of Philosophy in Biomedical Engineering,http://catalog.utdallas.edu/now/graduate/programs/ecs/biomedical-engineering#biomedical-engineering-phd,courses/Doctor of Philosophy in Biomedical Engineering.csv
https://www.utdallas.edu/fact-sheets/ecs/master-of-science-in-cyber-security-technology-and-policy/,ecs,"Master of Science in Cyber Security, Technology and Policy",https://catalog.utdallas.edu/now/graduate/programs/epps/public-policy-and-political-economy#master-of-science-in-cyber-security-technology-and-policy,"courses/Master of Science in Cyber Security, Technology and Policy.csv"
https://www.utdallas.edu/fact-sheets/jsom/master-of-science-in-systems-engineering-and-management/,jsom,Master of Science in Systems Engineering and Management,https://catalog.utdallas.edu/now/graduate/programs/jsom/systems-engineering-and-management/ms-sem,courses/Master of Science in Systems Engineering and Management.csv
https://www.utdallas.edu/fact-sheets/jsom/bachelor-of-science-in-accounting/,jsom,Bachelor of Science in Accounting,,courses/Bachelor of Science in Accounting.csv
https://www.utdallas.edu/fact-sheets/ecs/bs-computer-engineering/,ecs,Bachelor of Science in Computer Engineering,https://catalog.utdallas.edu/now/undergraduate/programs/ecs/computer-engineering,courses/Bachelor of Science in Computer Engineering.csv
https://www.utdallas.edu/fact-sheets/nsm/ba-bs-biology/,nsm,Bachelor of Arts / Bachelor of Science in Biology,https://catalog.utdallas.edu/now/undergraduate/programs/nsm/biology,courses/Bachelor of Arts / Bachelor of Science in Biology.csv
https://www.utdallas.edu/fact-sheets/ecs/phd-telecommunications-engineering/,ecs,Doctor of Philosophy in Telecommunications Engineering,https://catalog.utdallas.edu/now/graduate/programs/ecs/telecom-engineering,courses/Doctor of Philosophy in Telecommunications Engineering.csv
https://www.utdallas.edu/fact-sheets/ah/ma-visual-and-performing-arts/,ah,Master of Arts in Visual and Performing Arts,https://catalog.utdallas.edu/now/graduate/programs/ah/humanities#overview,courses/Master of Arts in Visual and Performing Arts.csv
https://www.utdallas.edu/fact-sheets/ah/phd-visual-and-performing-arts/,ah,Doctor of Philosophy in Visual and Performing Arts,https://catalog.utdallas.edu/now/graduate/programs/ah/humanities#humanities-phd,courses/Doctor of Philosophy in Visual and Performing Arts.csv
https://www.utdallas.edu/fact-sheets/jsom/master-of-science-in-leadership-and-organizational-development/,jsom,Master of Science in Leadership and Organizational Development,https://obcc.utdallas.edu/ms-leadership-and-organizational-development/,courses/Master of Science in Leadership and Organizational Development.csv
https://www.utdallas.edu/fact-sheets/jsom/bs-in-business-analytics/,jsom,Bachelor of Science in Business Analytics,https://catalog.utdallas.edu/2021/undergraduate/programs/jsom/business-analytics,courses/Bachelor of Science in Business Analytics.csv
https://www.utdallas.edu/fact-sheets/is/ba-bs-in-education/,is,School of Interdisciplinary Studies,https://catalog.utdallas.edu/2021/undergraduate/programs/is/education/,courses/School of Interdisciplinary Studies.csv
