COMM 1311 Survey of Oral and Technology-based Communication
RHET 1302 Rhetoric
MATH 2417 Calculus I or MATH 2413 Differential Calculus (Note: MATH 2417 is recommended)
HUMA 1301 Exploration of the Humanities
LIT 2331 Masterpieces of World Literature
PHIL 1301 Introduction to Philosophy
PHIL 2316 History of Philosophy I
PHIL 2317 History of Philosophy II
AHST 1303 Survey of Western Art History: Ancient to Medieval
AHST 1304 Survey of Western Art History: Renaissance to Modern
AHST 2331 Understanding Art
ARTS 1301 Exploration of the Arts
DANC 1310 Understanding Dance
THEA 1310 Understanding Theater
FILM 2332 Understanding Film
MUSI 1306 Understanding Music
HIST 1301 U.S. History Survey to Civil War
HIST 1302 U.S. History Survey from Civil War
HIST 2301 History of Texas
HIST 2330 Themes and Ideas in American History
HIST 2332 Civil War and Reconstruction
GOVT 2305 American National Government
GOVT 2306 State and Local Government
PSY 2301 Introduction to Psychology
MATH 2419 Calculus II or MATH 2414 Integral Calculus (Note: MATH 2419 is recommended)
CGS 2301 Cognitive Science
CGS 2301 Cognitive Science
CS 1337 Computer Science I
MATH 2417 Calculus I or MATH 2413 Differential Calculus
MATH 2419 Calculus II or MATH 2414 Integral Calculus
MATH 2418 Linear Algebra
PSY 2301 Introduction to Psychology
PSY 2317 Statistics for Psychology
or CS 3341 Probability and Statistics in Computer Science and Software Engineering
CS 2305 Discrete Mathematics for Computing I
CS 2336 Computer Science II
CGS 3361 Cognitive Psychology
NSC 3361 Introduction to Neuroscience
PSY 3392 Research Design and Analysis
CGS 3340 Experimental Projects in Cognitive Science
or PSY 3393 Experimental Projects in Psychology
CGS 3325 Historical Perspectives on Psychology: Mind and Machines since 1600
CGS 4359 Cognitive Neuroscience
CGS 4362 Perception
CGS 4352 Human Computer Interactions I
CGS 4353 Human Computer Interactions II
PSY 3331 Social Psychology
PSY 4343 Abnormal Psychology
PSY 2314 Lifespan Development
PSY 3310 Child Development
PSY 3362 Cognitive Development
NSC 4352 Cellular Neuroscience
NSC 4354 Integrative Neuroscience
NSC 4356 Neurophysiology
NSC 4366 Neuroanatomy
NSC 4363 Neuropharmacology
NSC 4367 Developmental Neurobiology
NSC 4359 Cognitive Neuroscience
NSC 4353 Neuroscience Laboratory Methods
NSC 4357 Neurobiology of Learning and Memory
NSC 4362 Molecular Neuroscience
NSC 4371 Neural Plasticity
NSC 4373 Sensory Neuroscience
NSC 4385 Neuropsychology
CS 3341 Probability and Statistics in Computer Science and Software Engineering
CGS 3342 Cognitive and Neural Modeling Laboratory
CGS 4312 Computational Modeling Methods for Language Understanding
CGS 4313 Neural Net Mathematics
CGS 4314 Intelligent Systems Analysis
CGS 4315 Intelligent Systems Design
CS 3345 Data Structures and Introduction to Algorithmic Analysis
CS 4365 Artificial Intelligence
CS 4375 Introduction to Machine Learning
CS 4391 Introduction to Computer Vision
CS 4395 Human Language Technologies
