MIS 6009 Information Systems Internship (required elective)
MIS 6323 Object Oriented Programming in Java
or MIS 6382 Object Oriented Programming in Python
BUAN 6320 Database Foundations for Business Analytics
or MIS 6326 Data Management
MIS 6308 System Analysis and Project Management
OPRE 6301 Statistics and Data Analysis
OPRE 6359 Advanced Statistics for Data Science
ACCT 6305 Accounting for Managers
ACCT 6336 Information Technology Audit and Risk Management
"ACCT 6386 Governance, Risk Management and Compliance (GRC)"
MKT 6301 Marketing Management
MKT 6337 Predictive Analytics Using SAS
MKT 6321 Interactive and Digital Marketing
MKT 6382 Professional Selling I
ENTP 6370 Innovation and Entrepreneurship
ENTP 6375 Technology and New Product Development
OB 6301 Organizational Behavior
OB 6332 Negotiation and Dispute Resolution
OB 6334 Foundations of Organizational Development
HMGT 6320 The American Healthcare System
BPS 6310 Strategic Management
BPS 6332 Strategic Leadership
OPRE 6302 Operations Management
OPRE 6304 Operations Analytics
OPRE 6332 Spreadsheet Modeling and Analytics
MECO 6303 Business Economics
FIN 6301 Financial Management
REAL 6321 Introduction to Real Estate
IMS 6304 International Business Management
IMS 6310 International Marketing
IMS 6360 International Strategic Management
IMS 6365 Cross-Culture Communication and Management
IMS 6V92 Regional Area Studies: Western Europe
MIS 6309 Business Data Warehousing
MIS 6319 Intelligent Enterprise Systems with SAP
MIS 6332 Intelligent Enterprise Systems Configurations and Implementation with SAP
MIS 6338 Accounting Systems Integration and Configuration
MIS 6345 SAP Analytics
MIS 6369 Supply Chain Software with SAP
MIS 6371 SAP Cloud Analytics
MIS 6378 Customer Relationship Management with Salesforce
MIS 6309 Business Data Warehousing
MIS 6324 Business Analytics with SAS
or MIS 6356 Business Analytics with R
MIS 6334 Advanced Business Analytics with SAS
or MIS 6357 Advanced Business Analytics with R
MIS 6341 Applied Machine Learning
MIS 6344 Web Analytics
MIS 6345 SAP Analytics
MIS 6346 Big Data
MIS 6386 Modeling for Business Analytics
MIS 6373 Social Media Business
MIS 6380 Data Visualization
MIS 6385 Robotic Process Automation
MIS 6392 Causal Analytics and A/B Testing
BUAN 6335 Organizing for Business Analytics Platforms
BUAN 6340 Programming for Data Science
OPRE 6301 Statistics and Data Analysis
MIS 6316 Data Communications
MIS 6330 Cybersecurity Fundamentals
MIS 6333 Digital Forensics and Incident Management
MIS 6337 Information Technology Audit and Risk Management
MIS 6339 Analytical Reviews Using Audit Software
MIS 6363 Cloud Computing Fundamentals
MIS 6368 Applied Cybersecurity Analytics and Risk Management
MIS 6384 Preparing for Cybersecurity Threats
MIS 6393 Foundations of Digital Product Management
MIS 6313 Managing IT in the Analytics Age
MIS 6349 Digital Consulting Project
MIS 6360 Agile Project Management
MIS 6375 Technology and New Product Development
MIS 6380 Data Visualization
MIS 6396 User Experience Design
MIS 6204 Information Technology for Management
MIS 6302 Managing Digital Strategy
MIS 6313 Managing IT in the Analytics Age
MIS 6339 Analytical Reviews Using Audit Software
MIS 6349 Digital Consulting Project
MIS 6360 Agile Project Management
MIS 6363 Cloud Computing Fundamentals
MIS 6374 Internet of Things
MIS 6375 Technology and New Product Development
MIS 6378 Customer Relationship Management with Salesforce
MIS 6385 Robotic Process Automation
MIS 6398 Blockchain Technology and Applications
BPS 6360 Management and Organizational Consulting: Theory and Practice
HMGT 6320 The American Healthcare System
MIS 6305 Healthcare Analytics
MIS 6317 Healthcare Informatics
MIS 6330 Cybersecurity Fundamentals
MIS 6374 Internet of Things
MIS 6381 Electronic Health Records Applications
MIS 6393 Foundations of Digital Product Management
MIS 6363 Cloud Computing Fundamentals
MIS 6389 AWS Cloud Solution Architecture
MIS 6347 AWS Cloud Analytics
MIS 6374 Internet of Things
MIS 6317 Healthcare Informatics
MIS 6305 Healthcare Analytics
MIS 6381 Electronic Health Records Applications
MIS 6319 Enterprise Resource Planning with SAP
MIS 6309 Business Data Warehousing
MIS 6332 ERP Configurations and Implementation with SAP
MIS 6338 Accounting Systems Integration and Configuration
MIS 6345 SAP Analytics
MIS 6369 Supply Chain Software with SAP
MIS 6371 SAP Cloud Analytics
MIS 6309 Business Data Warehousing
MIS 6324 Business Analytics with SAS
or MIS 6356 Business Analytics with R
MIS 6334 Advanced Business Analytics with SAS
or MIS 6357 Advanced Business Analytics with R
OPRE 6301 Statistics and Data Analysis
or OPRE 6359 Advanced Statistics for Data Science
