PHYS 5301 Mathematical Methods of Physics I
PHYS 5311 Classical Mechanics
PHYS 5320 Electromagnetism I
PHYS 6300 Quantum Mechanics I
PHYS 5301 Mathematical Methods of Physics I
PHYS 5302 Mathematical Methods of Physics II
PHYS 5311 Classical Mechanics
PHYS 5313 Statistical Physics
PHYS 5320 Electromagnetism I
PHYS 5322 Electromagnetism II
PHYS 6300 Quantum Mechanics I
PHYS 6383 Plasma Science
PHYS 6301 Quantum Mechanics II
