TE 6385 Algorithmic Aspects of Telecommunication Networks
"EESC 6349 Probability, Random Variables, and Statistics"
EESC 6352 Digital Communication Systems
CS 6352 Performance of Computer Systems and Networks
CS 6390 Advanced Computer Networks
EEGR 6316 Fields and Waves
EEOP 6310 Optical Communication Systems
EEOP 7340 Optical Network Architectures and Protocols
EERF 6311 RF and Microwave Circuits
EERF 6394 Antenna Engineering and Wave Propagation
EERF 6395 RF and Microwave Systems Engineering
EESC 6340 Introduction to Telecommunications Networks
EESC 6341 Information Theory
EESC 6343 Detection and Estimation Theory
EESC 6344 Coding Theory
EESC 6353 Broadband Digital Communication
EESC 6360 Digital Signal Processing I
EESC 6361 Digital Signal Processing II
EESC 6362 Introduction to Speech Processing
EESC 6390 Introduction to Wireless Communication Systems
CS 6349 Network Security
CS 6360 Database Design
CS 6363 Design and Analysis of Computer Algorithms
CS 6368 Telecommunication Network Management
CS 6378 Advanced Operating Systems
CS 6381 Combinatorics and Graph Algorithms
CS 6386 Telecommunication Software Design
CS 6392 Mobile Computing Systems
CS 6396 Real-Time Systems
