ACCT 6301 Financial Accounting
ACCT 6202 Accounting for Managerial Decision Making and Control
BPS 6310 Strategic Management
FIN 6301 Financial Management
IMS 6304 International Business Management
or IMS 6310 International Marketing
or IMS 6360 International Strategic Management
or IMS 6365 Cross-Culture Communication and Management
MECO 6303 Business Economics
MIS 6313 Managing IT in the Analytics Age
MKT 6301 Marketing Management
OB 6301 Organizational Behavior
OPRE 6301 Statistics and Data Analysis
OPRE 6302 Operations Management
