HCS 6302 Issues in Behavioral and Brain Sciences
HCS 6312 Research Methods in Behavioral and Brain Sciences - Part I
HCS 6313 Research Methods in Behavioral and Brain Sciences - Part II
HCS 6330 Cognitive Science
HCS 6395 Cognitive Psychology
HCS 6338 Functional Neuroanatomy
HCS 6346 Systems Neuroscience
HCS 6302 Issues in Behavioral and Brain Sciences
HCS 6342 Research Methods and Professional Development in Neuroscience
HCS 6315 Scientific and Grant Writing
HCS 6340 Cellular Neuroscience
HCS 6346 Systems Neuroscience
HCS 7343 Neuropharmacology
HCS 6330 Cognitive Science
HCS 6395 Cognitive Psychology
HCS 6302 Issues in Behavioral and Brain Sciences
HCS 6312 Research Methods in Behavioral and Brain Sciences - Part I
HCS 6313 Research Methods in Behavioral and Brain Sciences - Part II
HCS 7324 Seminar in Language Science
HCS 7325 Seminar in Speech Science
HCS 7326 Seminar in Hearing Science
HCS 6302 Issues in Behavioral and Brain Sciences
HCS 6312 Research Methods in Behavioral and Brain Sciences - Part I
HCS 6313 Research Methods in Behavioral and Brain Sciences - Part II
HCS 6317 Research Methods in Psychology
HCS 6331 Cognitive Development
HCS 6350 Social Development
HCS 6368 Language Development
HCS 6330 Cognitive Science
HCS 6333 Memory
HCS 6395 Cognitive Psychology
HCS 6327 Personality
HCS 6376 Social Psychology
HCS 6338 Functional Neuroanatomy
HCS 6346 Systems Neuroscience
