AHST 6301 Foundations I: Practices of Art History
AHST 6302 Foundations II: History of Materials and Techniques
AHST 6310 Topics in Art History
AHST 6311 Topics in Architecture and Landscape Architecture
AHST 6312 Topics in Sculpture
AHST 6313 Topics in Painting
AHST 6314 Topics in Works on Paper
AHST 6315 Topics in the History of Design
AHST 6316 Topics in Decorative Arts
AHST 6317 Topics in the History of New Media
AHST 6320 Topics in the History of Collecting
AHST 6321 Topics in Global Art Histories
AHST 6322 Topics in Data-Driven Art History
AHST 6323 Topics in the Histories of Art and Science
AHST 6V99 Practicum
