Full Course Name,Course Code
GEOG 2303 People and Place: An Introduction to World Geographic Regions,GEOG 2303
ECON 2301 Principles of Macroeconomics,ECON 2301
AMS 4305 World History for Teachers,AMS 4305
BIS 3320 The Nature of Intellectual Inquiry,BIS 3320
ED 4694 Student Teaching Secondary ,ED 4694
PSCI 3301 Political Theory,PSCI 3301
PSCI 3306 Political Economy,PSCI 3306
ED 3314 The American Public School,ED 3314
ED 3382 Curriculum and Instruction in Social Studies,ED 3382
ED 4353 Reading in Secondary Content,ED 4353
ED 4361 Classroom Management Secondary,ED 4361
AMS 4300 Oral and Written Communication for the Classroom,AMS 4300
ED 3339 Educational Psychology for Teachers,ED 3339
or PSY 3339 Educational Psychology,PSY 3339
PSCI 3310 Managing Government Organizations,PSCI 3310
or PSCI 3362 The American Political Institutions,PSCI 3362
PSCI 3323 American Federalism,PSCI 3323
or PSCI 4329 Global Politics,PSCI 4329
or PSCI 4354 Contemporary Political Thought,PSCI 4354
or PSCI 4V99 Senior Honors in Government and Politics,PSCI 4V99
PSCI 3327 American Foreign Policy,PSCI 3327
or PSCI 3328 International Relations,PSCI 3328
or PSCI 3333 Political Behavior,PSCI 3333
or PSCI 3350 Comparative Politics,PSCI 3350
PSCI 4364 Civil Rights Law and Society,PSCI 4364
or PSCI 3303 Civil Liberties,PSCI 3303
or PSCI 3322 Constitutional Law,PSCI 3322
BIS 4306 Strategies for Diversity in Education ,BIS 4306
ED 4351 ESL for K-12 Teachers,ED 4351
ED 4372 Educational Technology,ED 4372
ED 4V95 Special Topics in Education (Topic: Exceptional Populations in the General Education Class),ED 4V95
HIST 2301 History of Texas,HIST 2301
BIS 1100 Interdisciplinary Studies Freshman Seminar,BIS 1100
UNIV 1010 Freshman Seminar,UNIV 1010
COMM 1311 Survey of Oral and Technology-based Communication,COMM 1311
RHET 1302 Rhetoric,RHET 1302
MATH 1314 College Algebra,MATH 1314
AMS 2341 American Studies for the Twenty-First Century,AMS 2341
or AMS 2300 American Popular Culture ,AMS 2300
or HUMA 1301 Exploration of the Humanities,HUMA 1301
ARTS 1301 Exploration of the Arts,ARTS 1301
HIST 1301 U.S. History Survey to Civil War,HIST 1301
HIST 1302 U.S. History Survey from Civil War,HIST 1302
GOVT 2305 American National Government,GOVT 2305
GOVT 2306 State and Local Government,GOVT 2306
GEOG 2303 People and Place: An Introduction to World Geographic Regions,GEOG 2303
ECON 2301 Principles of Macroeconomics,ECON 2301
AMS 4305 World History for Teachers,AMS 4305
BIS 3320 The Nature of Intellectual Inquiry,BIS 3320
ED 4694 Student Teaching Secondary ,ED 4694
ED 3314 The American Public School,ED 3314
ED 3339 Educational Psychology for Teachers,ED 3339
or PSY 3339 Educational Psychology,PSY 3339
ED 4353 Reading in Secondary Content,ED 4353
ED 4361 Classroom Management Secondary,ED 4361
AMS 4300 Oral and Written Communication for the Classroom,AMS 4300
ED 3382 Curriculum and Instruction in Social Studies,ED 3382
HIST 2301 History of Texas,HIST 2301
BIS 4306 Strategies for Diversity in Education,BIS 4306
ED 4351 ESL for K-12 Teachers,ED 4351
ED 4372 Educational Technology,ED 4372
