Full Course Name,Course Code
CHEM 5314 Advanced Physical Chemistry,CHEM 5314
CHEM 5331 Advanced Organic Chemistry I,CHEM 5331
CHEM 5341 Advanced Inorganic Chemistry I,CHEM 5341
CHEM 5355 Analytical Techniques I,CHEM 5355
CHEM 5361 Advanced Biochemistry,CHEM 5361
